Polling Booth Name,Polling Booth Address,HearingAid,Braille,Interpreter Services,latitude,longitude
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.4","Sion Koliwada, Mumbai-22",No,No,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.5","Sion Koliwada, Mumbai-22",Yes,Yes,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.6","Sion Koliwada, Mumbai-22",Yes,Yes,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.7","Sion Koliwada, Mumbai-22",No,No,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.8","Sion Koliwada, Mumbai-22",No,Yes,No,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.9","Sion Koliwada, Mumbai-22",No,Yes,No,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Room No.10","Sion Koliwada, Mumbai-22",No,Yes,Yes,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Hall 11","Sion Koliwada, Mumbai-22",Yes,No,No,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Hall 12","Sion Koliwada, Mumbai-22",No,Yes,No,19.0373073,72.8663868
"Sardar Nagar No.1 Mun. Upper Primary School, Ground Floor, Hall 13","Sion Koliwada, Mumbai-22",No,Yes,No,19.0373073,72.8663868
Samaj Mandir Hall Partition-A,"Sion Koliwada, Mumbai-22",No,Yes,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-B,"Sion Koliwada, Mumbai-22",Yes,Yes,No,19.0373073,72.8663868
Samaj Mandir Hall Partition-C,"Sion Koliwada, Mumbai-22",Yes,No,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-D,"Sion Koliwada, Mumbai-22",No,No,No,19.0373073,72.8663868
Samaj Mandir Hall Partition-E,"Sion Koliwada, Mumbai-22",No,Yes,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-F,"Sion Koliwada, Mumbai-22",No,Yes,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-G,"Sion Koliwada, Mumbai-22",Yes,No,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-H,"Sion Koliwada, Mumbai-22",No,No,Yes,19.0373073,72.8663868
Samaj Mandir Hall Partition-I,"Sion Koliwada, Mumbai-22",Yes,No,No,19.0373073,72.8663868
"Shri Vallabh Shikshan Sangeet Vidyalay,Grd Flr Hall","Scheme No.6, Road No. 24, Sion (W), Mumbai 22",No,Yes,Yes,19.042837,72.861091
"Dharmaprakash Shrinivas Highschool,Grd Flr, Room No.1","Scheme No.6, Road No.24, sion (W), Mumbai 22",Yes,Yes,Yes,19.042837,72.861091
Priyadarshini Vidya Mandir Hall partition D,"Ground Floor, Kokri Agar, Antop Hill, Mumbai-37.",No,No,Yes,19.0327855,72.8683125
Priyadarshini Room No.2,"opp. Priyadarshini vidyamandir,New Transit camp,Kokari Agar,Mumbai-37.",No,No,Yes,19.091449,72.834795
Priyadarshini vidyamandir,"Priyadarshini Room No.3, Grd Flr,opp. Priyadarshini vidyamandir,New Transit camp,Kokari Agar,Mumbai-37.",Yes,Yes,No,19.091449,72.834795
Sion Muncipal Secondary School,"Sion Mun. Secondary School, Grd Flr,Room No.1, PLOT No.174/175, Scheme No.6 ,Road No.28, Sion (E),Mumbai-22.",Yes,Yes,Yes,19.040987,72.864085
New Sion Mun. School,"New Sion Mun. School,Grd Flr, Room No.1, PLOT No.160/161, Scheme No.6, Road No.24, Sion (W),Mumbai-22.",No,Yes,No,19.042837,72.861091
Shri Gauridatta Mittal Vidyalaya,"Shri Gauridatta Mittal Vidyalay Hall A, Gr. floor, Plot No. 172/173, Scheme No. 6, Road no 28 b,Sion (E),Mumbai-22.",No,Yes,Yes,19.040987,72.864085
Karmavir Dadasaheb Gaikwad Nagar Hindi Mun. School,"Karmavir Dadasaheb Gaikwad Nagar Hindi Mun. School, Ground floor, Hall A, M.A.Road, Rawali Camp, Antop Hill, Mumbai 22",Yes,Yes,No,19.0355154,72.8668983
"Shri Chetumal Bulchand Muralidhar High School,Hall Partition- A","Comrade Harbanslal Marg, Sindhi Sewa Samiti Nagar, Mumbai No 37",No,No,No,19.0759837,72.8776559
"Shri Chetumal Bulchand Muralidhar High School,Hall Partition- B","Comrade Harbanslal Marg, Sindhi Sewa Samiti Nagar, Mumbai No 37",Yes,No,Yes,19.0759837,72.8776559
"Room - R-1,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",No,Yes,No,19.0216798,72.8699477
room no r- 8 v block,vidyalankar dnypanpith sanchalit vidyalankar polytechice wadala mumbai 37,No,Yes,No,19.0216798,72.8699477
"Room - R-2,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",Yes,Yes,Yes,19.0216798,72.8699477
"Room - R-3,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37.",Yes,Yes,Yes,19.0216798,72.8699477
Govt. of India Personal Public Greviences   pension Welfare Center,"Govt. of India Personal Public Greviences   pension Welfare Center, Room No. 1, Grd Floor,S.M.Road ,Sector 7,Antop Hill, Mumbai-37.",No,Yes,Yes,19.0449879,72.8598097
C.G.S. Employee School,"C.G.S. Employee School, Gr.Floor, Room No.6, Sector-7, S.M.Road, Antop Hill, Mumbai-37.",No,Yes,No,19.0314803,72.8709849
Gurunanak Tech. High school,"Gurunanak Tech. High school, Ground Floor, Room No.1, Rajyogi Bhai Jaymalsingh Marg, Rawali Camp, Mumbai-37.",No,No,Yes,19.0355154,72.8668983
"Trinity International School, Room No.1","Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",Yes,Yes,No,19.0318528,72.8597345
"Trinity International School, Room No.2","Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",Yes,Yes,Yes,19.0318528,72.8597345
"Trinity International School, Room No.3","Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",No,No,No,19.0318528,72.8597345
"Trinity International School, Room No.4","Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",Yes,Yes,No,19.0318528,72.8597345
"Trinity International School, Room No.5","Plot No. 247-248, Sion E, Mumbai, Maharashtra 400022",Yes,No,Yes,19.0318528,72.8597345
"Shree Sanatan Dharma Secondary School, Hall Partition- A","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",No,Yes,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- B","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",Yes,Yes,Yes,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- C","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",Yes,Yes,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- D","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",Yes,No,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- E","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",No,Yes,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- F","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",No,No,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- G","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",Yes,Yes,No,19.0355154,72.8668983
"Shree Sanatan Dharma Secondary School, Hall Partition- H","Gurucharansing Dardi Marg, Rawali Camp, Mumbai-37.",No,No,No,19.0355154,72.8668983
Little Angels High School,"Little Angels High School, Ground Floor Stilt,East Side Partition A,Shastri Gully, Vishramwadi,Sion(W), Mumbai-400022.",Yes,No,No,19.047248,72.85477879999999
Empty Space Wadala Fire Brigade Parking,"Pandol- A, Empty Space Near Wadala Fire Brigade,S.M.Road,Antop Hill, Mumbai-37.",No,Yes,No,19.0308216,72.8621136
Room No. 01  Kane Nagar Municipal School,"CGS Colony, Sector 3, Kane Nagar, Antop Hill, Mumbai, Maharashtra 400037",No,No,Yes,19.0308084,72.8622558
Pendol,"Empty Space  Wadala Fire Brigade Parking ,S.M.Road,Antop Hill, Mumbai-37",Yes,No,Yes,19.0248942,72.87027929999999
"Room - R-4,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37.",No,No,No,19.0216798,72.8699477
"Room - V-9,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",Yes,No,Yes,19.0216798,72.8699477
"Room - V-12,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",No,Yes,No,19.0216798,72.8699477
"Room - V-13,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37.",Yes,No,No,19.0216798,72.8699477
"Room - V-14,  V Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",Yes,Yes,No,19.0216798,72.8699477
"Room - W-1,  W Block","Vidyalankar Dnyanpith Sanchalit  Vidyalankar Polytechnic  Wadala, Mumbai-37",Yes,Yes,Yes,19.0216798,72.8699477
"C.G.S. Employee School, Gr.Floor, Room No.8","Sector-7, S.M.Road, Antop Hill, Mumbai-37",Yes,No,No,19.0314803,72.8709849
"C.G.S. Employee School, Gr.Floor, Room No.9","Sector-7, S.M.Road, Antop Hill, Mumbai-37",No,Yes,Yes,19.0314803,72.8709849
"C.G.S. Employee School, Gr.Floor, Room No.10","Sector-7, S.M.Road, Antop Hill, Mumbai-37",No,No,No,19.0314803,72.8709849
"C.G.S. Employee School,","C.G.S. Employee School, Gr.Floor, Balwadi Room, Sector-7, S.M.Road, Antop Hill, Mumbai-37.",Yes,Yes,No,19.0314803,72.8709849
"Partition A Govt. of India Personal Public Greviences And pension Welfare Center, Hall","S.M.Road ,Sector 7,Antop Hill, Mumbai-37",No,No,Yes,19.0314803,72.8709849
Nirmal Vidyalay,"Nirmal Vidyalay, Gr. Floor, Room No.1, Ganesh Nagar, Salt Pan Road,Wadala, Mumbai-37.",No,Yes,Yes,19.0183204,72.8696288
Shree Ganesh Vidyalay,"Shree Ganesh Vidyalay, Gr. Floor, Room No.1, Ganesh Nagar, Salt Pan Road, Wadala, Mumbai-37.",No,Yes,Yes,19.0183204,72.8696288
Kendriya Vidyalaya building,"Kendriya Vidyalaya building, Gr. Floor, Room No.1, S.M.Road, Antop Hill, Mumbai-37.",Yes,No,No,19.0322183,72.86938049999999
"Controller General of Platform Designs   Trade Mark,Baudhik Sampada Bhavan,","Pendol- A, In the Compound of Controller General of Platform Designs   Trade Mark, Baudhik Sampada Bhavan,S.M.Road,Antop Hill,Mumbai-400037.",No,Yes,Yes,19.0246092,72.8642287
"S.M.Road, Antop Hill","Adinath Co-op Hausing Soc. Office, Gr. Floor, S.M.Road, Antop Hill, Mumbai-37.",Yes,Yes,No,19.0308216,72.8621136
"Ground Floor, Room No.01 K.A.Subramaniam Road, Matunga, Mumbai-19","Ground Floor, Room No.01 K.A.Subramaniam Road, Matunga, Mumbai-19",No,No,No,19.0323862,72.8559286
"Ground Floor, Room No.03 K.A.Subramaniam Road, Matunga, Mumbai-19","Ground Floor, Room No.03 K.A.Subramaniam Road, Matunga, Mumbai-19",Yes,Yes,No,19.0323192,72.8560318
"Ground Floor, Room No.04 K.A.Subramaniam Road, Matunga, Mumbai-19","Ground Floor, Room No.04 K.A.Subramaniam Road, Matunga, Mumbai-19",No,Yes,No,19.0306008,72.8574497
"Ground Floor Hall, Partition - A Shradhanand Marg, Matunga (East), Mumbai-19","Ground Floor Hall, Partition - A Shradhanand Marg, Matunga (East), Mumbai-19",No,Yes,Yes,19.0292069,72.8541438
"Ground Floor Hall, Partition - B Shradhanand Marg, Matunga (East), Mumbai-19","Ground Floor Hall, Partition - B Shradhanand Marg, Matunga (East), Mumbai-19",No,Yes,Yes,19.0292069,72.8541438
", Ground Floor Varanda, Partition - A 304, Veera Heights, Bhimani Street, Matunga (E), Mumbai-19",", Ground Floor Varanda, Partition - A 304, Veera Heights, Bhimani Street, Matunga (E), Mumbai-19",No,No,Yes,19.0270242,72.8516573
"Ground Floor Varanda, Partition - B 304, Veera Heights, Bhimani Street, Matunga (E), Mumbai-19","Ground Floor Varanda, Partition - B 304, Veera Heights, Bhimani Street, Matunga (E), Mumbai-19",No,Yes,Yes,19.0270242,72.8516573
"Ground Floor, Open Passage, Pandal - A Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19","Ground Floor, Open Passage, Pandal - A Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19",Yes,No,Yes,19.031123,72.854501
"Ground Floor, Open Passage, Pandal- B Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19","Ground Floor, Open Passage, Pandal- B Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19",Yes,Yes,Yes,19.031123,72.854501
"Ground Floor, Open Passage, Pandal - C Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19","Ground Floor, Open Passage, Pandal - C Bahu Daji Road, Near Maheshwari Circle, Matunga (East), Mumbai-19",Yes,No,Yes,19.031123,72.854501
"Ground Floor, Room No.1 Mahilashram Marg, Matunga (East), Mumbai-19","Ground Floor, Room No.1 Mahilashram Marg, Matunga (East), Mumbai-19",No,Yes,No,19.0293468,72.8562075
"Ground Floor, Room No.2 Mahilashram Marg, Matunga (East), Mumbai-19","Ground Floor, Room No.2 Mahilashram Marg, Matunga (East), Mumbai-19",Yes,No,No,19.0293468,72.8562075
"Ground Floor Open Passage Near Hall R.A.Kidwai Marg, Matunga, (East), Mumbai-19","Ground Floor Open Passage Near Hall R.A.Kidwai Marg, Matunga, (East), Mumbai-19",No,Yes,Yes,19.0281062,72.8593411
"Ground Floor Hall, Partition - A R.A.Kidwai Marg, Matunga, (East), Mumbai-19","Ground Floor Hall, Partition - A R.A.Kidwai Marg, Matunga, (East), Mumbai-19",No,No,No,19.0281062,72.8593411
", Ground Floor Hall, Partition - B R.A.Kidwai Marg, Matunga, (East), Mumbai-19",", Ground Floor Hall, Partition - B R.A.Kidwai Marg, Matunga, (East), Mumbai-19",No,No,No,19.0281062,72.8593411
"Ground Floor, Hall No. 1 Bhimani Street, Matunga (East), Mumbai-19","Ground Floor, Hall No. 1 Bhimani Street, Matunga (East), Mumbai-19",No,No,Yes,19.0265458,72.8521205
"Ground Floor, Hall No. 2 Bhimani Street, Matunga (East), Mumbai-19","Ground Floor, Hall No. 2 Bhimani Street, Matunga (East), Mumbai-19",No,Yes,No,19.0265458,72.8521205
"Annex Building, Room No. G2 Nathalal Parekh Marg, Matunga (East), Mumbai-19","Annex Building, Room No. G2 Nathalal Parekh Marg, Matunga (East), Mumbai-19",No,No,No,19.025247,72.857299
"Annex Building, Room No. G3 Nathalal Parekh Marg, Matunga (East), Mumbai-19","Annex Building, Room No. G3 Nathalal Parekh Marg, Matunga (East), Mumbai-19",No,Yes,No,19.025247,72.857299
"Ground Floor, Room No.-G-4 L.N. Road, Matunga (East), Mumbai-19","Ground Floor, Room No.-G-4 L.N. Road, Matunga (East), Mumbai-19",Yes,No,Yes,19.011309,72.8445917
"Ground Floor, Multi Purpose Hall L.N. Road, Matunga (East), Mumbai-19","Ground Floor, Multi Purpose Hall L.N. Road, Matunga (East), Mumbai-19",No,No,No,19.011309,72.8445917
"Ground Floor, Room No. G-5 L.N. Road, Matunga (East), Mumbai-19","Ground Floor, Room No. G-5 L.N. Road, Matunga (East), Mumbai-19",No,Yes,Yes,19.0096462,72.84367739999999
"Ground Floor, Room No. G-6 L.N. Road, Matunga (East), Mumbai-19","Ground Floor, Room No. G-6 L.N. Road, Matunga (East), Mumbai-19",Yes,Yes,Yes,19.0113082,72.8445931
"Ground Floor, Room No. G-7 L.N. Road, Matunga (East), Mumbai-19","Ground Floor, Room No. G-7 L.N. Road, Matunga (East), Mumbai-19",Yes,No,No,19.0097971,72.8437035
"Ground Floor, Room No.8 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31","Ground Floor, Room No.8 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31",No,No,No,19.0164103,72.855261
"Ground Floor, Room No.9 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31","Ground Floor, Room No.9 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,Yes,No,19.0164103,72.855261
"Ground Floor, Room No.10 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31","Ground Floor, Room No.10 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31",No,Yes,Yes,19.0164103,72.855261
"Ground Floor, Room No. 2 S.M. Road, Bharni Naka, Antop Hill  Wadala (E), Mumbai-37","Ground Floor, Room No. 2 S.M. Road, Bharni Naka, Antop Hill  Wadala (E), Mumbai-37",No,Yes,No,19.0327947,72.8682881
"Ground Floor, Room No. 1 Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37","Ground Floor, Room No. 1 Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37",No,No,Yes,19.023063,72.866321
"Ground Floor, Room No.1 Plan -57, Road No. 9, (Shiwadi Wadala), Wadala (West), Mumbai-31","Ground Floor, Room No.1 Plan -57, Road No. 9, (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,Yes,Yes,19.0144292,72.8617798
"Ground Floor, Room No.2 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31","Ground Floor, Room No.2 Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31",No,No,Yes,19.0164103,72.855261
"Radio Hall, Ground Floor Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31","Radio Hall, Ground Floor Plan -57 Road No.-7A, (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,No,Yes,19.0164103,72.855261
"Ground Floor, Lecture Room No. AL-02 H.R.Mahajani Marg, Matunga (East), Mumbai-19","Ground Floor, Lecture Room No. AL-02 H.R.Mahajani Marg, Matunga (East), Mumbai-19",Yes,No,Yes,19.0203329,72.8550441
"Ground Floor, Lecture Room No. AL-03 H.R.Mahajani Marg, Matunga (East), Mumbai-19","Ground Floor, Lecture Room No. AL-03 H.R.Mahajani Marg, Matunga (East), Mumbai-19",No,No,Yes,19.0215472,72.8548065
"Ground Floor, Lecture Room No. AL-04 H.R.Mahajani Marg, Matunga (East), Mumbai-19","Ground Floor, Lecture Room No. AL-04 H.R.Mahajani Marg, Matunga (East), Mumbai-19",Yes,Yes,No,19.0203329,72.8550441
"Ground Floor, Room No. 1 Mancherji Joshi Marg, Dadar East, Mumbai  14","Ground Floor, Room No. 1 Mancherji Joshi Marg, Dadar East, Mumbai  14",No,Yes,Yes,19.0188866,72.8516263
"Ground Floor, Room No. 2 S.M. Road, Bharni Naka, Antop Hill   Wadala (E), Mumbai-37","Ground Floor, Room No. 2 S.M. Road, Bharni Naka, Antop Hill   Wadala (E), Mumbai-37",Yes,Yes,Yes,19.0327947,72.8682881
"Ground Floor, Room No. 3 Mancherji Joshi Marg, Dadar (East), Mumbai - 14","Ground Floor, Room No. 3 Mancherji Joshi Marg, Dadar (East), Mumbai - 14",No,No,Yes,19.0188866,72.8516263
"Ground Floor, Room No. 1 Lakhamshi Nappu Road, Dadar (East), Mumbai -14","Ground Floor, Room No. 1 Lakhamshi Nappu Road, Dadar (East), Mumbai -14",No,No,No,19.0099129,72.8426858
"Ground Floor, Room No. 2 Lakhamshi Nappu Road, Dadar (East), Mumbai -14","Ground Floor, Room No. 2 Lakhamshi Nappu Road, Dadar (East), Mumbai -14",No,No,No,19.0099129,72.8426858
"Ground Floor, Room No. 3 Lakhamshi Nappu Road, Dadar (East), Mumbai -14","Ground Floor, Room No. 3 Lakhamshi Nappu Road, Dadar (East), Mumbai -14",No,No,Yes,19.0099129,72.8426858
"Ground Floor, Room No. 4 Lakhamshi Nappu Road, Dadar (East), Mumbai -14","Ground Floor, Room No. 4 Lakhamshi Nappu Road, Dadar (East), Mumbai -14",Yes,No,Yes,19.0099129,72.8426858
"Ground Floor, Room No. 5 Lakhamshi Nappu Road, Dadar (East), Mumbai -14","Ground Floor, Room No. 5 Lakhamshi Nappu Road, Dadar (East), Mumbai -14",No,No,Yes,19.000156,72.847492
"Ground Floor, Room No. 1 Sir Bhalchandra Road, Dadar (East), Mumbai - 14","Ground Floor, Room No. 1 Sir Bhalchandra Road, Dadar (East), Mumbai - 14",No,No,Yes,19.0169869,72.8457813
"Ground Floor, Room No. 2 Sir Bhalchandra Road, Dadar (East), Mumbai - 14","Ground Floor, Room No. 2 Sir Bhalchandra Road, Dadar (East), Mumbai - 14",Yes,Yes,No,19.0171,72.84559999999999
"Ground Floor, Room No.1 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31","Ground Floor, Room No.1 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31",Yes,Yes,No,19.0152,72.8563999
"Ground Floor, Room No.2 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31","Ground Floor, Room No.2 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31",No,No,No,19.015111,72.857381
"Ground Floor, Room No.3 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31","Ground Floor, Room No.3 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31",No,Yes,No,19.0150292,72.8572387
"Ground Floor Hall Partition - A Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37","Ground Floor Hall Partition - A Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37",Yes,Yes,Yes,19.0248317,72.8638893
"Ground Floor, Car Parking Partition - A Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37","Ground Floor, Car Parking Partition - A Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37",Yes,Yes,Yes,19.0180913,72.864638
"Banquet Hall Partition- A S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37","Banquet Hall Partition- A S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37",Yes,Yes,Yes,19.0146264,72.86194309999999
"Banquet Hall Partition- B S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37","Banquet Hall Partition- B S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37",Yes,Yes,No,19.0146264,72.86194309999999
"Ground Floor, Room No. 4 S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37","Ground Floor, Room No. 4 S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37",No,No,No,19.03249,72.867014
"Ground Floor, Car Parking Partition - C Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37","Ground Floor, Car Parking Partition - C Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37",No,Yes,No,19.0180913,72.864638
"Ground Floor, Room No. 1 S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37","Ground Floor, Room No. 1 S.M. Road, Bharni Naka, Antop Hill, Wadala (E), Mumbai-37",Yes,No,No,19.0322183,72.86938049999999
"Ground Floor, Car Parking Partition - B Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37","Ground Floor, Car Parking Partition - B Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37",No,No,Yes,19.0180913,72.864638
"Ground Floor, Car Parking Partition - E Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37","Ground Floor, Car Parking Partition - E Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37",No,No,No,19.0180913,72.864638
"Ground Floor, Car Parking Partition - F Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37","Ground Floor, Car Parking Partition - F Barkat Ali Darga Marg, Near Balaji Temple, Wadala (East), Mumbai - 37",Yes,No,No,19.0180913,72.864638
"Ground Floor, Room No. 1 Nathalal Parekh Marg, Wadala (West), Mumbai - 37","Ground Floor, Room No. 1 Nathalal Parekh Marg, Wadala (West), Mumbai - 37",Yes,Yes,No,19.0260958,72.8568494
"Ground Floor, Room No. 2 Nathalal Parekh Marg, Wadala (West), Mumbai - 37","Ground Floor, Room No. 2 Nathalal Parekh Marg, Wadala (West), Mumbai - 37",No,Yes,No,19.0232166,72.856933
"Ground Floor, Room No. 3 Nathalal Parekh Marg, Wadala (West), Mumbai - 37","Ground Floor, Room No. 3 Nathalal Parekh Marg, Wadala (West), Mumbai - 37",No,No,Yes,19.0268771,72.8567946
"Ground Floor, Room No. 4 Mancherji Joshi Marg, Dadar (East), Mumbai - 14","Ground Floor, Room No. 4 Mancherji Joshi Marg, Dadar (East), Mumbai - 14",No,No,No,19.0188866,72.8516263
"Ground Floor, Room No.4 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31","Ground Floor, Room No.4 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31",No,No,Yes,19.0165906,72.8587983
"Ground Floor, Room No.5 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31","Ground Floor, Room No.5 Rafi Ahmed Kidwai Marg (W.), Wadala (West), Mumbai-31",Yes,No,Yes,19.014873,72.85713299999999
"Play Ground, Pandal - 1 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31","Play Ground, Pandal - 1 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,Yes,Yes,19.0173016,72.8566862
"Play Ground, Pandal - 2 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31","Play Ground, Pandal - 2 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,No,No,19.0173016,72.8566862
"Play Ground, Pandal - 3 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31","Play Ground, Pandal - 3 Plan -57 Road No.19 (Shiwadi Wadala), Wadala (West), Mumbai-31",Yes,No,No,19.0173016,72.8566862
"Ground Floor, Room No. 1 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37","Ground Floor, Room No. 1 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37",No,Yes,Yes,19.0153992,72.8626251
"Ground Floor, Room No. 2 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37","Ground Floor, Room No. 2 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37",Yes,No,Yes,19.0153992,72.8626251
"Ground Floor, Hall Partition - B Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37","Ground Floor, Hall Partition - B Dosti Acres Complex, Shaikh Mistry Road, Antop Hill, Wadala (E), Mumbai - 37",No,Yes,Yes,19.0248317,72.8638893
"Ground Floor, Room No.3 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37","Ground Floor, Room No.3 Nadkarni Park (New) Colony, Wadala (East), Mumbai - 37",No,Yes,No,19.0153992,72.8626251
